year,date,tournament,h_team,a_team,h_elo,a_elo,h_score,a_score,location,neutral
"2,018",November 16,European Nations League D,Gibraltar,Armenia,"1,123","1,444",2,6,in Gibraltar,0
"2,018",November 16,CONCACAF Nations League qualifier,Grenada,Saint Martin,"1,061",838,5,2,in Grenada,0
"2,018",November 16,Friendly,Honduras,Panama,"1,588","1,582",1,0,in Honduras,0
"2,018",November 16,East Asian Championship qualifier,Hong Kong,Mongolia,"1,208",712,5,1,in Taiwan,1
"2,018",November 16,Friendly,Japan,Venezuela,"1,732","1,752",1,1,in Japan,0
"2,018",November 16,Southeast Asian Championship,Laos,Myanmar,721,"1,064",1,3,in Laos,0
"2,018",November 16,European Nations League D,Liechtenstein,Macedonia,"1,137","1,504",0,2,in Liechtenstein,0
"2,018",November 16,African Nations Cup qualifier,Morocco,Cameroon,"1,704","1,615",2,0,in Morocco,0
"2,018",November 16,European Nations League A,Netherlands,France,"1,945","2,127",2,0,in the Netherlands,0
"2,018",November 16,Friendly,Oman,Syria,"1,534","1,587",1,1,in Oman,0
"2,018",November 16,Friendly,Palestine,Pakistan,"1,376",939,2,1,in Palestine,0
"2,018",November 16,Friendly,Saudi Arabia,Yemen,"1,574","1,194",1,0,in Saudi Arabia,0
"2,018",November 16,European Nations League B,Slovakia,Ukraine,"1,733","1,804",4,1,in Slovakia,0
"2,018",November 16,European Nations League C,Slovenia,Norway,"1,551","1,658",1,1,in Slovenia,0
"2,018",November 16,African Nations Cup qualifier,South Sudan,Burundi,"1,038","1,348",2,5,in South Sudan,0
"2,018",November 16,East Asian Championship qualifier,Taiwan,North Korea,981,"1,438",0,2,in Taiwan,0
"2,018",November 16,Friendly,United Arab Emirates,Bolivia,"1,500","1,660",0,0,in the United Arab Emirates,0
"2,018",November 16,Southeast Asian Championship,Vietnam,Malaysia,"1,290","1,084",2,0,in Vietnam,0
"2,018",November 16,European Nations League B,Wales,Denmark,"1,795","1,893",1,2,in Wales,0
"2,018",November 17,European Nations League C,Albania,Scotland,"1,532","1,682",0,4,in Albania,0
"2,018",November 17,Friendly,Australia,South Korea,"1,722","1,772",1,1,in Australia,0
"2,018",November 17,European Nations League D,Azerbaijan,Faroe Islands,"1,413","1,265",2,0,in Azerbaijan,0
"2,018",November 17,CONCACAF Nations League qualifier,Cayman Islands,Saint Lucia,939,"1,146",0,0,in the Cayman Islands,0
"2,018",November 17,African Nations Cup qualifier,Comoros,Malawi,"1,062","1,280",2,1,in the Comoros,0
"2,018",November 17,CONCACAF Nations League qualifier,Cuba,Dominican Republic,"1,327","1,277",1,0,in Cuba,0
"2,018",November 17,African Nations Cup qualifier,Equatorial Guinea,Senegal,"1,300","1,753",0,1,in Equatorial Guinea,0
"2,018",November 17,African Nations Cup qualifier,Gabon,Mali,"1,427","1,510",0,1,in Gabon,0
"2,018",November 17,African Nations Cup qualifier,Gambia,Benin,"1,272","1,424",3,1,in The Gambia,0
"2,018",November 17,European Nations League A,Italy,Portugal,"1,884","1,973",0,0,in Italy,0
"2,018",November 17,CONCACAF Nations League qualifier,Jamaica,Suriname,"1,566","1,262",2,1,in Jamaica,0
"2,018",November 17,Friendly,Jordan,India,"1,465","1,214",2,1,in Jordan,0
"2,018",November 17,European Nations League D,Malta,Kosovo,"1,204","1,449",0,5,in Malta,0
"2,018",November 17,African Nations Cup qualifier,Namibia,Guinea-Bissau,"1,389","1,303",0,0,in Namibia,0
"2,018",November 17,CONCACAF Nations League qualifier,Nicaragua,Haiti,"1,302","1,499",0,2,in Nicaragua,0
"2,018",November 17,Southeast Asian Championship,Philippines,East Timor,"1,196",650,3,2,in Malaysia,1
"2,018",November 17,European Nations League C,Romania,Lithuania,"1,730","1,345",3,0,in Romania,0
"2,018",November 17,European Nations League C,Serbia,Montenegro,"1,798","1,615",2,1,in Serbia,0
"2,018",November 17,African Nations Cup qualifier,Seychelles,Libya,978,"1,467",1,8,in the Seychelles,0
"2,018",November 17,African Nations Cup qualifier,South Africa,Nigeria,"1,542","1,726",1,1,in South Africa,0
"2,018",November 17,Southeast Asian Championship,Thailand,Indonesia,"1,399","1,215",4,2,in Thailand,0
"2,018",November 17,European Nations League B,Turkey,Sweden,"1,712","1,814",0,1,in Turkey,0
"2,018",November 17,African Nations Cup qualifier,Uganda,Cape Verde,"1,456","1,419",1,0,in Uganda,0
"2,018",November 17,Friendly,Vanuatu,New Caledonia,"1,210","1,218",2,2,in Vanuatu,0
"2,018",November 18,African Nations Cup qualifier,Angola,Burkina Faso,"1,296","1,556",2,1,in Angola,0
"2,018",November 18,CONCACAF Nations League qualifier,Bahamas,Anguilla,872,570,1,1,in the Bahamas,0
"2,018",November 18,CONCACAF Nations League qualifier,Barbados,US Virgin Islands,"1,130",718,3,0,in Barbados,0
"2,018",November 18,African Nations Cup qualifier,Congo,Democratic Republic of Congo,"1,387","1,551",1,1,in Congo,0
"2,018",November 18,European Nations League A,England,Croatia,"1,946","1,939",2,1,in England,0
"2,018",November 18,African Nations Cup qualifier,Eswatini,Niger,"1,225","1,290",1,2,in Eswatini,0
"2,018",November 18,African Nations Cup qualifier,Ethiopia,Ghana,"1,274","1,614",0,2,in Ethiopia,0
"2,018",November 18,European Nations League C,Greece,Estonia,"1,647","1,435",0,1,in Greece,0
"2,018",November 18,African Nations Cup qualifier,Guinea,Ivory Coast,"1,467","1,607",1,1,in Guinea,0
"2,018",November 18,European Nations League C,Hungary,Finland,"1,584","1,648",2,0,in Hungary,0
"2,018",November 18,African Nations Cup qualifier,Lesotho,Tanzania,"1,282","1,346",1,0,in Lesotho,0
"2,018",November 18,African Nations Cup qualifier,Liberia,Zimbabwe,"1,320","1,498",1,0,in Liberia,0
"2,018",November 18,African Nations Cup qualifier,Madagascar,Sudan,"1,390","1,230",1,3,in Madagascar,0
"2,018",November 18,African Nations Cup qualifier,Mauritania,Botswana,"1,343","1,328",2,1,in Mauritania,0
"2,018",November 18,European Nations League D,Moldova,Luxembourg,"1,330","1,342",1,1,in Moldova,0
"2,018",November 18,African Nations Cup qualifier,Mozambique,Zambia,"1,274","1,441",1,0,in Mozambique,0
"2,018",November 18,European Nations League B,Northern Ireland,Austria,"1,642","1,744",1,2,in Northern Ireland,0
"2,018",November 18,African Nations Cup qualifier,Rwanda,Central African Republic,"1,270","1,330",2,2,in Rwanda,0
"2,018",November 18,European Nations League D,San Marino,Belarus,838,"1,536",0,2,in San Marino,0
"2,018",November 18,Friendly,Spain,Bosnia and Herzegovina,"2,008","1,798",1,0,in Spain,0
"2,018",November 18,CONCACAF Nations League qualifier,Saint Kitts and Nevis,Canada,"1,257","1,537",0,1,in Saint Kitts and Nevis,0
"2,018",November 18,European Nations League A,Switzerland,Belgium,"1,877","2,080",5,2,in Switzerland,0
"2,018",November 18,African Nations Cup qualifier,Togo,Algeria,"1,396","1,496",1,4,in Togo,0
"2,018",November 18,CONCACAF Nations League qualifier,Turks and Caicos Islands,Saint Vincent and the Grenadines,746,"1,112",3,2,in Turks and Caicos Islands,0
"2,018",November 19,European Nations League D,Andorra,Latvia,"1,074","1,305",0,0,in Andorra,0
"2,018",November 19,European Nations League C,Bulgaria,Slovenia,"1,639","1,551",1,1,in Bulgaria,0
"2,018",November 19,CONCACAF Nations League qualifier,Curaçao,Guadeloupe,"1,312","1,225",6,0,in Curaçao,0
"2,018",November 19,European Nations League C,Cyprus,Norway,"1,434","1,658",0,2,in Cyprus,0
"2,018",November 19,European Nations League B,Czechia,Slovakia,"1,712","1,765",1,0,in Czechia,0
"2,018",November 19,European Nations League B,Denmark,Ireland,"1,913","1,689",0,0,in Denmark,0
"2,018",November 19,European Nations League D,Georgia,Kazakhstan,"1,540","1,336",2,1,in Georgia,0
"2,018",November 19,European Nations League A,Germany,Netherlands,"1,941","1,982",2,2,in Germany,0
"2,018",November 19,Friendly,Iceland,Qatar,"1,673","1,532",2,2,in Belgium,1
"2,018",November 19,European Nations League D,Liechtenstein,Armenia,"1,126","1,460",2,2,in Liechtenstein,0
"2,018",November 19,European Nations League D,Macedonia,Gibraltar,"1,515","1,107",4,0,in Macedonia,0
"2,018",November 19,CONCACAF Nations League qualifier,Martinique,Antigua and Barbuda,"1,444","1,177",4,2,in Martinique,0
"2,018",November 19,Friendly,Oman,Bahrain,"1,533","1,404",2,1,in Oman,0
"2,018",November 20,Friendly,Albania,Wales,"1,500","1,775",1,0,in Albania,0
"2,018",November 20,Friendly,Argentina,Mexico,"1,908","1,794",2,0,in Argentina,0
"2,018",November 20,Friendly,Australia,Lebanon,"1,721","1,464",3,0,in Australia,0
"2,018",November 20,Friendly,Bolivia,Iraq,"1,658","1,562",0,0,in the United Arab Emirates,1
"2,018",November 20,Friendly,Brazil,Cameroon,"2,135","1,600",1,0,in England,1
"2,018",November 20,Southeast Asian Championship,Cambodia,Laos,778,709,3,1,in Cambodia,0
"2,018",November 20,Friendly,Chile,Honduras,"1,847","1,595",4,1,in Chile,0
"2,018",November 20,Friendly,China,Palestine,"1,532","1,377",1,1,in China,0
"2,018",November 20,CONCACAF Nations League qualifier,Dominica,Sint Maarten,"1,029",831,2,0,in Anguilla,1
"2,018",November 20,Friendly,El Salvador,Haiti,"1,445","1,521",1,0,in El Salvador,0
"2,018",November 20,Friendly,France,Uruguay,"2,090","1,927",1,0,in France,0
"2,018",November 20,CONCACAF Nations League qualifier,French Guiana,Guyana,"1,312","1,193",2,1,in French Guiana,0
"2,018",November 20,Friendly,Iran,Venezuela,"1,829","1,754",1,1,in Qatar,1
"2,018",November 20,Friendly,Italy,United States,"1,883","1,749",1,0,in Belgium,1
"2,018",November 20,Friendly,Japan,Kyrgyzstan,"1,730","1,263",4,0,in Japan,0
"2,018",November 20,Friendly,Jordan,Saudi Arabia,"1,467","1,575",1,1,in Jordan,0
"2,018",November 20,European Nations League D,Kosovo,Azerbaijan,"1,473","1,425",4,0,in Kosovo,0
"2,018",November 20,Friendly,Kuwait,Syria,"1,419","1,588",1,2,in Kuwait,0
"2,018",November 20,European Nations League D,Malta,Faroe Islands,"1,180","1,253",1,1,in Malta,0
"2,018",November 20,European Nations League C,Montenegro,Romania,"1,608","1,734",0,1,in Montenegro,0
"2,018",November 20,Southeast Asian Championship,Myanmar,Vietnam,"1,076","1,299",0,0,in Myanmar,0
"2,018",November 20,Friendly,Nigeria,Uganda,"1,721","1,468",0,0,in Nigeria,0
"2,018",November 20,Friendly,Panama,Ecuador,"1,575","1,765",1,2,in Panama,0
"2,018",November 20,Friendly,Peru,Costa Rica,"1,871","1,708",2,3,in Peru,0
"2,018",November 20,European Nations League A,Portugal,Poland,"1,974","1,737",1,1,in Portugal,0
"2,018",November 20,European Nations League C,Scotland,Israel,"1,714","1,569",3,2,in Scotland,0
"2,018",November 20,European Nations League C,Serbia,Lithuania,"1,805","1,341",4,1,in Serbia,0
"2,018",November 20,Friendly tournament,South Africa,Paraguay,"1,547","1,728",1,1,in South Africa,0
"2,018",November 20,Friendly,South Korea,Uzbekistan,"1,773","1,600",4,0,in Australia,1
"2,018",November 20,European Nations League B,Sweden,Russia,"1,834","1,770",2,0,in Sweden,0
"2,018",November 20,Friendly,Tunisia,Morocco,"1,661","1,719",0,1,in Tunisia,0
"2,018",November 20,Friendly,Turkey,Ukraine,"1,692","1,772",0,0,in Turkey,0
"2,018",November 20,Friendly,United Arab Emirates,Yemen,"1,502","1,193",2,0,in the United Arab Emirates,0
"2,018",November 21,Southeast Asian Championship,Philippines,Thailand,"1,198","1,409",1,1,in the Philippines,0
"2,018",November 21,Southeast Asian Championship,Singapore,East Timor,"1,082",648,6,1,in Singapore,0
"2,018",November 24,Southeast Asian Championship,Malaysia,Myanmar,"1,075","1,083",3,0,in Malaysia,0
"2,018",November 24,Southeast Asian Championship,Vietnam,Cambodia,"1,292",794,3,0,in Vietnam,0
"2,018",November 25,Southeast Asian Championship,Indonesia,Philippines,"1,205","1,204",0,0,in Indonesia,0
"2,018",November 25,Southeast Asian Championship,Thailand,Singapore,"1,403","1,086",3,0,in Thailand,0
"2,018",December 1,Southeast Asian Championship,Malaysia,Thailand,"1,101","1,409",0,0,in Malaysia,0
"2,018",December 2,Southeast Asian Championship,Philippines,Vietnam,"1,210","1,294",1,2,in the Philippines,0
"2,018",December 5,Southeast Asian Championship,Thailand,Malaysia,"1,398","1,112",2,2,in Thailand,0
"2,018",December 6,Southeast Asian Championship,Vietnam,Philippines,"1,315","1,189",2,1,in Vietnam,0
"2,018",December 11,Southeast Asian Championship,Malaysia,Vietnam,"1,128","1,324",2,2,in Malaysia,0
"2,018",December 13,Friendly,Oman,Tajikistan,"1,537","1,220",2,1,in Oman,0
"2,018",December 15,Southeast Asian Championship,Vietnam,Malaysia,"1,319","1,133",1,0,in Vietnam,0
"2,018",December 16,Friendly,Oman,Tajikistan,"1,539","1,218",1,0,in Oman,0
"2,018",December 16,Friendly,Palestine,Pakistan,"1,383",938,2,0,in Qatar,1
"2,018",December 20,Friendly,Bahrain,Tajikistan,"1,400","1,216",5,0,in Bahrain,0
"2,018",December 20,Friendly,Jordan,Kyrgyzstan,"1,467","1,262",0,1,in Qatar,1
"2,018",December 23,Friendly,Qatar,Jordan,"1,536","1,452",2,0,in Qatar,0
"2,018",December 24,Friendly,Iran,Palestine,"1,827","1,385",1,1,in Qatar,1
"2,018",December 24,Friendly,Iraq,China,"1,565","1,526",2,1,in Qatar,1
"2,018",December 25,Friendly,Qatar,Kyrgyzstan,"1,544","1,277",1,0,in Qatar,0
"2,018",December 25,Friendly,Turkmenistan,Afghanistan,"1,237","1,158",2,0,in Turkey,1
"2,018",December 25,Friendly,Vietnam,North Korea,"1,325","1,445",1,1,in Vietnam,0
"2,018",December 27,Friendly,Bahrain,Lebanon,"1,407","1,460",1,0,in Bahrain,0
"2,018",December 27,Friendly,Oman,India,"1,541","1,212",0,0,in the United Arab Emirates,1
"2,018",December 27,Friendly,Qatar,Algeria,"1,546","1,531",0,1,in Qatar,0
"2,018",December 28,Friendly,Turkmenistan,Afghanistan,"1,249","1,146",2,2,in Turkey,1
"2,018",December 28,Friendly,China,Jordan,"1,517","1,444",1,1,in Qatar,1
"2,018",December 28,Friendly,Iraq,Palestine,"1,574","1,394",1,0,in Qatar,1
"2,018",December 28,Friendly,United Arab Emirates,Kuwait,"1,505","1,411",0,2,in the United Arab Emirates,0
"2,018",December 29,Friendly,Bahrain,North Korea,"1,416","1,444",4,0,in Bahrain,0
"2,018",December 30,Friendly,Australia,Oman,"1,725","1,534",5,0,in the United Arab Emirates,1
"2,018",December 30,Friendly,Syria,Yemen,"1,596","1,190",1,0,in the United Arab Emirates,1
"2,018",December 31,Friendly,Palestine,Kyrgyzstan,"1,389","1,275",1,2,in Qatar,1
"2,018",December 31,Friendly,Qatar,Iran,"1,533","1,818",1,2,in Qatar,0
"2,018",December 31,Friendly,South Korea,Saudi Arabia,"1,783","1,575",0,0,in the United Arab Emirates,1
"2,018",December 31,Friendly,Vietnam,Philippines,"1,326","1,180",4,2,in Qatar,1
"2,019",January 2,Friendly,Oman,Thailand,"1,524","1,382",2,0,in the United Arab Emirates,1
"2,019",January 5,Asian Cup,United Arab Emirates,Bahrain,"1,482","1,431",1,1,in the United Arab Emirates,0
"2,019",January 6,Asian Cup,Thailand,India,"1,373","1,219",1,4,in the United Arab Emirates,1
"2,019",January 6,Asian Cup,Australia,Jordan,"1,735","1,446",0,1,in the United Arab Emirates,1
"2,019",January 6,Asian Cup,Syria,Palestine,"1,598","1,376",0,0,in the United Arab Emirates,1
"2,019",January 7,Asian Cup,China,Kyrgyzstan,"1,515","1,288",2,1,in the United Arab Emirates,1
"2,019",January 7,Asian Cup,Iran,Yemen,"1,823","1,188",5,0,in the United Arab Emirates,1
"2,019",January 7,Asian Cup,South Korea,Philippines,"1,778","1,171",1,0,in the United Arab Emirates,1
"2,019",January 8,Friendly,Sweden,Finland,"1,851","1,621",0,1,in Qatar,1
"2,019",January 8,Asian Cup,Iraq,Vietnam,"1,579","1,335",3,2,in the United Arab Emirates,1
"2,019",January 8,Asian Cup,Saudi Arabia,North Korea,"1,580","1,429",4,0,in the United Arab Emirates,1
"2,019",January 9,Asian Cup,Japan,Turkmenistan,"1,731","1,246",3,2,in the United Arab Emirates,1
"2,019",January 9,Asian Cup,Qatar,Lebanon,"1,528","1,451",2,0,in the United Arab Emirates,1
"2,019",January 9,Asian Cup,Uzbekistan,Oman,"1,590","1,533",2,1,in the United Arab Emirates,1
"2,019",January 10,Asian Cup,Syria,Jordan,"1,584","1,488",0,2,in the United Arab Emirates,1
"2,019",January 10,Asian Cup,Bahrain,Thailand,"1,441","1,311",0,1,in the United Arab Emirates,1
"2,019",January 10,Asian Cup,United Arab Emirates,India,"1,472","1,281",2,0,in the United Arab Emirates,0
"2,019",January 11,Asian Cup,Australia,Palestine,"1,693","1,390",3,0,in the United Arab Emirates,1
"2,019",January 11,Asian Cup,China,Philippines,"1,526","1,170",3,0,in the United Arab Emirates,1
"2,019",January 11,Friendly,Finland,Estonia,"1,637","1,469",1,2,in Qatar,1
"2,019",January 11,Friendly,Sweden,Iceland,"1,835","1,669",2,2,in Qatar,1
"2,019",January 11,Asian Cup,South Korea,Kyrgyzstan,"1,779","1,277",1,0,in the United Arab Emirates,1
"2,019",January 12,Asian Cup,Iran,Vietnam,"1,826","1,325",2,0,in the United Arab Emirates,1
"2,019",January 12,Asian Cup,Iraq,Yemen,"1,589","1,185",3,0,in the United Arab Emirates,1
"2,019",January 12,Asian Cup,Saudi Arabia,Lebanon,"1,608","1,422",2,0,in the United Arab Emirates,1
"2,019",January 13,Asian Cup,Japan,Oman,"1,734","1,512",1,0,in the United Arab Emirates,1
"2,019",January 13,Asian Cup,Qatar,North Korea,"1,557","1,401",6,0,in the United Arab Emirates,1
"2,019",January 13,Asian Cup,Uzbekistan,Turkmenistan,"1,611","1,243",4,0,in the United Arab Emirates,1
"2,019",January 14,Asian Cup,Bahrain,India,"1,407","1,269",1,0,in the United Arab Emirates,1
"2,019",January 14,Asian Cup,United Arab Emirates,Thailand,"1,484","1,345",1,1,in the United Arab Emirates,0
"2,019",January 15,Asian Cup,Australia,Syria,"1,706","1,536",3,2,in the United Arab Emirates,1
"2,019",January 15,Friendly,Iceland,Estonia,"1,673","1,483",0,0,in Qatar,1
"2,019",January 15,Asian Cup,Jordan,Palestine,"1,536","1,377",0,0,in the United Arab Emirates,1
"2,019",January 16,Asian Cup,Iran,Iraq,"1,830","1,597",0,0,in the United Arab Emirates,1
"2,019",January 16,Asian Cup,Kyrgyzstan,Philippines,"1,274","1,160",3,1,in the United Arab Emirates,1
"2,019",January 16,Asian Cup,South Korea,China,"1,782","1,536",2,0,in the United Arab Emirates,1
"2,019",January 16,Asian Cup,Vietnam,Yemen,"1,321","1,177",2,0,in the United Arab Emirates,1
"2,019",January 17,Asian Cup,Japan,Uzbekistan,"1,745","1,621",2,1,in the United Arab Emirates,1
"2,019",January 17,Asian Cup,Lebanon,North Korea,"1,403","1,370",4,1,in the United Arab Emirates,1
"2,019",January 17,Asian Cup,Oman,Turkmenistan,"1,501","1,233",3,1,in the United Arab Emirates,1
"2,019",January 17,Asian Cup,Saudi Arabia,Qatar,"1,627","1,588",0,2,in the United Arab Emirates,1
"2,019",January 20,Asian Cup,China,Thailand,"1,521","1,360",2,1,in the United Arab Emirates,1
"2,019",January 20,Asian Cup,Iran,Oman,"1,815","1,514",2,0,in the United Arab Emirates,1
"2,019",January 20,Asian Cup,Jordan,Vietnam,"1,525","1,344",1,1,in the United Arab Emirates,1
"2,019",January 21,Asian Cup,Australia,Uzbekistan,"1,720","1,605",0,0,in the United Arab Emirates,1
"2,019",January 21,Asian Cup,Japan,Saudi Arabia,"1,761","1,585",1,0,in the United Arab Emirates,1
"2,019",January 21,Asian Cup,United Arab Emirates,Kyrgyzstan,"1,469","1,300",3,2,in the United Arab Emirates,0
"2,019",January 22,Asian Cup,Qatar,Iraq,"1,630","1,612",1,0,in the United Arab Emirates,1
"2,019",January 22,Asian Cup,South Korea,Bahrain,"1,797","1,423",2,1,in the United Arab Emirates,1
"2,019",January 24,Asian Cup,Iran,China,"1,826","1,535",3,0,in the United Arab Emirates,1
"2,019",January 24,Asian Cup,Japan,Vietnam,"1,774","1,356",1,0,in the United Arab Emirates,1
"2,019",January 25,Asian Cup,South Korea,Qatar,"1,802","1,654",0,1,in the United Arab Emirates,1
"2,019",January 25,Asian Cup,United Arab Emirates,Australia,"1,478","1,712",1,0,in the United Arab Emirates,0
"2,019",January 27,Friendly,United States,Panama,"1,743","1,568",3,0,in the United States,0
"2,019",January 28,Asian Cup,Iran,Japan,"1,840","1,778",0,3,in the United Arab Emirates,1
"2,019",January 29,Asian Cup,United Arab Emirates,Qatar,"1,512","1,689",0,4,in the United Arab Emirates,0
"2,019",February 1,Asian Cup,Japan,Qatar,"1,829","1,726",1,3,in the United Arab Emirates,1
"2,019",February 2,Friendly,United States,Costa Rica,"1,749","1,724",2,0,in the United States,0
"2,019",February 16,Friendly,Dominican Republic,Guadeloupe,"1,265","1,203",1,0,in the Dominican Republic,0
"2,019",February 21,Friendly,Kazakhstan,Moldova,"1,330","1,325",1,0,in Turkey,1
"2,019",February 23,Friendly,Sint Maarten,Saint Barthélemy,816,699,1,1,in Sint Maarten,0
"2,019",February 25,Friendly,Cuba,Bermuda,"1,339","1,183",2,2,in Cuba,0
"2,019",February 27,Friendly,Cuba,Bermuda,"1,333","1,189",5,0,in Cuba,0
"2,019",February 28,Windward Islands Championship,Saint Lucia,Grenada,"1,140","1,070",0,1,in Saint Vincent and the Grenadines,1
"2,019",February 28,Windward Islands Championship,Saint Vincent and the Grenadines,Barbados,"1,079","1,133",2,0,in Saint Vincent and the Grenadines,0
"2,019",March 2,Windward Islands Championship,Grenada,Dominica,"1,088","1,044",0,1,in Saint Vincent and the Grenadines,1
"2,019",March 2,Windward Islands Championship,Saint Vincent and the Grenadines,Saint Lucia,"1,099","1,122",2,1,in Saint Vincent and the Grenadines,0
"2,019",March 3,Friendly,Bolivia,Nicaragua,"1,655","1,280",2,2,in Bolivia,0
"2,019",March 4,Windward Islands Championship,Barbados,Grenada,"1,113","1,071",0,0,in Saint Vincent and the Grenadines,1
"2,019",March 4,Windward Islands Championship,Saint Lucia,Dominica,"1,110","1,061",1,1,in Saint Vincent and the Grenadines,1
"2,019",March 6,Windward Islands Championship,Barbados,Saint Lucia,"1,111","1,108",2,0,in Saint Vincent and the Grenadines,1
"2,019",March 6,Friendly,Guatemala,El Salvador,"1,494","1,454",1,3,in the United States,1
"2,019",March 6,Windward Islands Championship,Saint Vincent and the Grenadines,Dominica,"1,111","1,063",2,1,in Saint Vincent and the Grenadines,0
"2,019",March 8,Windward Islands Championship,Barbados,Dominica,"1,133","1,054",2,0,in Saint Vincent and the Grenadines,1
"2,019",March 8,Windward Islands Championship,Saint Vincent and the Grenadines,Grenada,"1,120","1,073",1,1,in Saint Vincent and the Grenadines,0
"2,019",March 9,Friendly,Cambodia,Bangladesh,792,791,0,1,in Cambodia,0
"2,019",March 10,Friendly,Anguilla,Saint Martin,586,829,2,1,in Anguilla,0
"2,019",March 10,Friendly,Mozambique,Eswatini,"1,298","1,203",1,1,in South Africa,1
"2,019",March 16,Friendly,Bahamas,Turks and Caicos Islands,856,779,6,1,in the Bahamas,0
"2,019",March 16,Friendly,Suriname,Guyana,"1,258","1,184",3,1,in Suriname,0
"2,019",March 17,Friendly,Saint Barthélemy,Saint Martin,705,815,4,3,in Saint Barthélemy,0
"2,019",March 18,Friendly tournament,Fiji,New Caledonia,"1,209","1,221",3,0,in Fiji,0
"2,019",March 18,Friendly,Solomon Islands,Vanuatu,"1,206","1,207",3,1,in the Solomon Islands,0
"2,019",March 19,Friendly,Myanmar,Taiwan,"1,057",974,0,0,in Myanmar,0
"2,019",March 20,Friendly,Germany,Serbia,"1,938","1,808",1,1,in Germany,0
"2,019",March 20,Friendly tournament,Iraq,Syria,"1,588","1,522",1,0,in Iraq,0
"2,019",March 20,Friendly tournament,Malaysia,Singapore,"1,127","1,080",0,1,in Malaysia,0
"2,019",March 20,Friendly tournament,Oman,Afghanistan,"1,503","1,149",5,0,in Malaysia,1
"2,019",March 20,Friendly,Wales,Trinidad and Tobago,"1,760","1,433",1,0,in Wales,0
"2,019",March 21,European Championship qualifier,Austria,Poland,"1,764","1,752",0,1,in Austria,0
"2,019",March 21,European Championship qualifier,Belgium,Russia,"2,035","1,753",3,1,in Belgium,0
"2,019",March 21,CONCACAF Nations League qualifier,Turks and Caicos Islands,British Virgin Islands,768,645,2,2,in Anguilla,1
"2,019",March 21,Friendly tournament,China,Thailand,"1,521","1,346",0,1,in China,0
"2,019",March 21,European Championship qualifier,Croatia,Azerbaijan,"1,925","1,403",2,1,in Croatia,0
"2,019",March 21,European Championship qualifier,Cyprus,San Marino,"1,414",836,5,0,in Cyprus,0
"2,019",March 21,European Championship qualifier,Israel,Slovenia,"1,561","1,561",1,1,in Israel,0
"2,019",March 21,European Championship qualifier,Kazakhstan,Scotland,"1,340","1,722",3,0,in Kazakhstan,0
"2,019",March 21,Friendly,Kosovo,Denmark,"1,495","1,898",2,2,in Kosovo,0
"2,019",March 21,Friendly,Kuwait,Nepal,"1,434",879,0,0,in Kuwait,0
"2,019",March 21,Friendly tournament,New Caledonia,Mauritius,"1,201","1,072",1,3,in Fiji,1
"2,019",March 21,European Championship qualifier,Netherlands,Belarus,"1,985","1,538",4,0,in the Netherlands,0
"2,019",March 21,European Championship qualifier,North Macedonia,Latvia,"1,519","1,298",3,1,in North Macedonia,0
"2,019",March 21,European Championship qualifier,Northern Ireland,Estonia,"1,622","1,488",2,0,in Northern Ireland,0
"2,019",March 21,European Championship qualifier,Slovakia,Hungary,"1,748","1,611",2,0,in Slovakia,0
"2,019",March 21,CONCACAF Nations League qualifier,Saint Vincent and the Grenadines,Bonaire,"1,114",974,2,1,in Saint Vincent and the Grenadines,0
"2,019",March 21,Friendly,United Arab Emirates,Saudi Arabia,"1,475","1,572",2,1,in the United Arab Emirates,0
"2,019",March 21,Friendly,United States,Ecuador,"1,759","1,772",1,0,in the United States,0
"2,019",March 22,European Championship qualifier,Albania,Turkey,"1,515","1,691",0,2,in Albania,0
"2,019",March 22,African Nations Cup qualifier,Algeria,Gambia,"1,544","1,306",1,1,in Algeria,0
"2,019",March 22,European Championship qualifier,Andorra,Iceland,"1,081","1,668",0,2,in Andorra,0
"2,019",March 22,CONCACAF Nations League qualifier,Anguilla,US Virgin Islands,600,715,0,3,in Anguilla,0
"2,019",March 22,African Nations Cup qualifier,Botswana,Angola,"1,314","1,325",0,1,in Botswana,0
"2,019",March 22,European Championship qualifier,Bulgaria,Montenegro,"1,629","1,589",1,1,in Bulgaria,0
"2,019",March 22,African Nations Cup qualifier,Burkina Faso,Mauritania,"1,527","1,357",1,0,in Burkina Faso,0
"2,019",March 22,CONCACAF Nations League qualifier,Cayman Islands,Montserrat,945,732,1,2,in the Cayman Islands,0
"2,019",March 22,European Championship qualifier,England,Czechia,"1,960","1,729",5,0,in England,0
"2,019",March 22,Friendly,Guatemala,Costa Rica,"1,477","1,714",1,0,in Guatemala,0
"2,019",March 22,Friendly,Japan,Colombia,"1,781","1,961",0,1,in Japan,0
"2,019",March 22,European Championship qualifier,Luxembourg,Lithuania,"1,347","1,338",2,1,in Luxembourg,0
"2,019",March 22,African Nations Cup qualifier,Malawi,Morocco,"1,253","1,730",0,0,in Malawi,0
"2,019",March 22,Friendly,Chile,Mexico,"1,851","1,787",1,3,in the United States,1
"2,019",March 22,European Championship qualifier,Moldova,France,"1,315","2,094",1,4,in Moldova,0
"2,019",March 22,African Nations Cup qualifier,Nigeria,Seychelles,"1,713",969,3,1,in Nigeria,0
"2,019",March 22,Friendly,Peru,Paraguay,"1,855","1,725",1,0,in the United States,1
